,effortsLeft,effortsRight,r01,r02,r12
142,"[-1,-1,1,0]","[1,1,1,0]",0.3333333333333333,0.6,0.06666666666666667
143,"[-1,0,-1,-1]","[-1,-1,-1,0]",0.1,0.2,0.7
144,"[-1,0,-1,-1]","[-1,-1,0,-1]",0.0,0.6,0.4
145,"[-1,0,-1,-1]","[-1,-1,1,0]",0.09090909090909091,0.09090909090909091,0.8181818181818182
146,"[-1,0,-1,-1]","[-1,0,-1,1]",0.18181818181818182,0.18181818181818182,0.6363636363636364
147,"[-1,0,-1,-1]","[-1,0,0,-1]",0.2857142857142857,0.35714285714285715,0.35714285714285715
148,"[-1,0,-1,-1]","[-1,0,0,1]",0.3333333333333333,0.08333333333333333,0.5833333333333334
149,"[-1,0,-1,-1]","[-1,0,1,0]",0.1,0.1,0.8
150,"[-1,0,-1,-1]","[-1,0,1,1]",0.36363636363636365,0.18181818181818182,0.45454545454545453
151,"[-1,0,-1,-1]","[-1,1,1,0]",0.15384615384615385,0.5384615384615384,0.3076923076923077
152,"[-1,0,-1,-1]","[0,-1,-1,1]",0.29411764705882354,0.11764705882352941,0.5882352941176471
153,"[-1,0,-1,-1]","[0,-1,0,-1]",0.09090909090909091,0.5454545454545454,0.36363636363636365
154,"[-1,0,-1,-1]","[0,-1,0,1]",0.23076923076923078,0.07692307692307693,0.6923076923076923
155,"[-1,0,-1,-1]","[0,-1,1,1]",0.4,0.0,0.6
156,"[-1,0,-1,-1]","[0,0,-1,1]",0.15384615384615385,0.15384615384615385,0.6923076923076923
157,"[-1,0,-1,-1]","[0,1,-1,-1]",0.0,0.9,0.1
158,"[-1,0,-1,-1]","[0,1,-1,0]",0.0,0.8,0.2
159,"[-1,0,-1,-1]","[0,1,-1,1]",0.15384615384615385,0.07692307692307693,0.7692307692307693
160,"[-1,0,-1,-1]","[0,1,0,1]",0.07692307692307693,0.0,0.9230769230769231
161,"[-1,0,-1,-1]","[0,1,1,0]",0.0,0.6363636363636364,0.36363636363636365
162,"[-1,0,-1,-1]","[1,-1,0,0]",0.07692307692307693,0.0,0.9230769230769231
163,"[-1,0,-1,-1]","[1,0,-1,0]",0.0,0.2727272727272727,0.7272727272727273
164,"[-1,0,-1,-1]","[1,0,0,-1]",0.0,0.7,0.3
165,"[-1,0,-1,-1]","[1,0,0,1]",0.3,0.1,0.6
166,"[-1,0,-1,-1]","[1,0,1,0]",0.2727272727272727,0.09090909090909091,0.6363636363636364
167,"[-1,0,-1,-1]","[1,0,1,1]",0.4166666666666667,0.0,0.5833333333333334
168,"[-1,0,-1,-1]","[1,1,0,-1]",0.09090909090909091,0.7272727272727273,0.18181818181818182
169,"[-1,0,-1,-1]","[1,1,0,0]",0.2,0.1,0.7
170,"[-1,0,-1,0]","[-1,-1,-1,0]",0.36363636363636365,0.5454545454545454,0.09090909090909091
171,"[-1,0,-1,0]","[-1,-1,0,-1]",0.6666666666666666,0.16666666666666666,0.16666666666666666
172,"[-1,0,-1,0]","[-1,-1,0,0]",0.45454545454545453,0.09090909090909091,0.45454545454545453
173,"[-1,0,-1,0]","[-1,-1,1,0]",0.3,0.1,0.6
174,"[-1,0,-1,0]","[-1,0,-1,-1]",0.8181818181818182,0.09090909090909091,0.09090909090909091
175,"[-1,0,-1,0]","[-1,0,0,-1]",0.45454545454545453,0.09090909090909091,0.45454545454545453
176,"[-1,0,-1,0]","[-1,0,1,-1]",0.5882352941176471,0.17647058823529413,0.23529411764705882
177,"[-1,0,-1,0]","[-1,1,0,0]",0.46153846153846156,0.23076923076923078,0.3076923076923077
178,"[-1,0,-1,0]","[0,-1,-1,-1]",0.18181818181818182,0.7272727272727273,0.09090909090909091
179,"[-1,0,-1,0]","[0,-1,-1,0]",0.8,0.2,0.0
180,"[-1,0,-1,0]","[0,-1,0,-1]",0.5833333333333334,0.08333333333333333,0.3333333333333333
181,"[-1,0,-1,0]","[0,-1,1,0]",0.45454545454545453,0.2727272727272727,0.2727272727272727
182,"[-1,0,-1,0]","[0,-1,1,1]",0.5,0.08333333333333333,0.4166666666666667
183,"[-1,0,-1,0]","[0,0,-1,1]",0.6,0.4,0.0
184,"[-1,0,-1,0]","[0,0,1,1]",0.6666666666666666,0.0,0.3333333333333333
185,"[-1,0,-1,0]","[0,1,-1,-1]",0.6,0.2,0.2
186,"[-1,0,-1,0]","[0,1,-1,0]",0.36363636363636365,0.36363636363636365,0.2727272727272727
187,"[-1,0,-1,0]","[0,1,0,-1]",0.9090909090909091,0.0,0.09090909090909091
188,"[-1,0,-1,0]","[0,1,0,1]",0.25,0.0625,0.6875
189,"[-1,0,-1,0]","[0,1,1,-1]",0.9,0.0,0.1
190,"[-1,0,-1,0]","[0,1,1,0]",0.5,0.1,0.4
191,"[-1,0,-1,0]","[1,-1,0,-1]",0.45454545454545453,0.0,0.5454545454545454
192,"[-1,0,-1,0]","[1,-1,0,0]",0.45454545454545453,0.09090909090909091,0.45454545454545453
193,"[-1,0,-1,0]","[1,-1,1,0]",0.6153846153846154,0.0,0.38461538461538464
194,"[-1,0,-1,0]","[1,0,-1,0]",0.14285714285714285,0.5,0.35714285714285715
195,"[-1,0,-1,0]","[1,0,0,-1]",0.36363636363636365,0.2727272727272727,0.36363636363636365
196,"[-1,0,-1,0]","[1,1,-1,0]",0.5384615384615384,0.38461538461538464,0.07692307692307693
197,"[-1,0,-1,1]","[-1,-1,0,0]",0.14285714285714285,0.2857142857142857,0.5714285714285714
198,"[-1,0,-1,1]","[-1,-1,0,1]",0.25,0.16666666666666666,0.5833333333333334
199,"[-1,0,-1,1]","[-1,-1,1,0]",0.2,0.2,0.6
200,"[-1,0,-1,1]","[-1,0,-1,0]",0.3,0.5,0.2
201,"[-1,0,-1,1]","[-1,0,1,-1]",0.8,0.0,0.2
202,"[-1,0,-1,1]","[-1,0,1,0]",0.1,0.1,0.8
203,"[-1,0,-1,1]","[-1,0,1,1]",0.4666666666666667,0.26666666666666666,0.26666666666666666
204,"[-1,0,-1,1]","[-1,1,-1,0]",0.45454545454545453,0.2727272727272727,0.2727272727272727
205,"[-1,0,-1,1]","[-1,1,0,0]",0.38461538461538464,0.0,0.6153846153846154
206,"[-1,0,-1,1]","[-1,1,0,1]",0.09090909090909091,0.18181818181818182,0.7272727272727273
